asset_id,denomination,heritage_type,json_path,category,dbpedia_uri
11624,Cueva del Ermitaño,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Almadén_de_la_Plata
11624,Cueva del Ermitaño,inmueble,$.tipologiaList.tipologia.den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Asentamiento
11624,Cueva del Ermitaño,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
11624,Cueva del Ermitaño,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Almadén_de_la_Plata
11624,Cueva del Ermitaño,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
11624,Cueva del Ermitaño,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Almadén_de_la_Plata
11624,Cueva del Ermitaño,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Provincia_de_Sevilla
11624,Cueva del Ermitaño,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
11624,Cueva del Ermitaño,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
11624,Cueva del Ermitaño,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
5631,Cortijo de Los Yesares Cota 589,inmueble,$.tipologiaList.tipologia[0].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Alto_Imperio_romano
5631,Cortijo de Los Yesares Cota 589,inmueble,$.tipologiaList.tipologia[1].den_etnia.prov:wasAssociatedWith[0].@id,etnia_dbpedia,http://es.dbpedia.org/resource/Iberos
5631,Cortijo de Los Yesares Cota 589,inmueble,$.tipologiaList.tipologia[1].den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Asentamiento
5631,Cortijo de Los Yesares Cota 589,inmueble,$.tipologiaList.tipologia[1].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Cultura_de_La_Tène
5631,Cortijo de Los Yesares Cota 589,inmueble,$.tipologiaList.tipologia[2].den_etnia.prov:wasAssociatedWith[0].@id,etnia_dbpedia,http://es.dbpedia.org/resource/Iberos
5631,Cortijo de Los Yesares Cota 589,inmueble,$.tipologiaList.tipologia[2].den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Muralla
5631,Cortijo de Los Yesares Cota 589,inmueble,$.tipologiaList.tipologia[2].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Cultura_de_La_Tène
5631,Cortijo de Los Yesares Cota 589,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Jaén
5631,Cortijo de Los Yesares Cota 589,inmueble,$.identifica.descripcion.Resources[0].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Cristo
5631,Cortijo de Los Yesares Cota 589,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Martos
5631,Cortijo de Los Yesares Cota 589,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Jaén
5631,Cortijo de Los Yesares Cota 589,inmueble,$.clob.descripcion.Resources[0].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Cristo
5631,Cortijo de Los Yesares Cota 589,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Martos
5631,Cortijo de Los Yesares Cota 589,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Martos
5631,Cortijo de Los Yesares Cota 589,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Jaén
5631,Cortijo de Los Yesares Cota 589,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
5631,Cortijo de Los Yesares Cota 589,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
5631,Cortijo de Los Yesares Cota 589,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.tipologiaList.tipologia.den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Hacienda
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Alcalá_de_Guadaíra
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Alcalá_de_Guadaíra
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Alcalá_de_Guadaíra
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Provincia_de_Sevilla
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
8423,Hacienda la Cañada del Trance de Aragón,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
1103,Iglesia parroquial del Salvador,inmueble,$.tipologiaList.tipologia[0].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Baja_Edad_Media
1103,Iglesia parroquial del Salvador,inmueble,$.tipologiaList.tipologia[0].den_estilo.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Arte_mudéjar
1103,Iglesia parroquial del Salvador,inmueble,$.tipologiaList.tipologia[1].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Edad_Moderna
1103,Iglesia parroquial del Salvador,inmueble,$.tipologiaList.tipologia[1].den_estilo.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Arte_gótico
1103,Iglesia parroquial del Salvador,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Cádiz
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[0].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[1].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[2].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[3].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[4].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Alonso_de_Vandelvira
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[5].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[6].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[7].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[8].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[9].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Sevilla
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.descripcion.Resources[10].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Sevilla
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Vejer_de_la_Frontera
1103,Iglesia parroquial del Salvador,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Cádiz
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[0].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[1].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[2].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[3].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[4].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Alonso_de_Vandelvira
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[5].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[6].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[7].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[8].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[9].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Sevilla
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[10].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Sevilla
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[11].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[12].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Iglesia
1103,Iglesia parroquial del Salvador,inmueble,$.clob.descripcion.Resources[13].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Cuéllar
1103,Iglesia parroquial del Salvador,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Vejer_de_la_Frontera
1103,Iglesia parroquial del Salvador,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Vejer_de_la_Frontera
1103,Iglesia parroquial del Salvador,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Provincia_de_Cádiz
1103,Iglesia parroquial del Salvador,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
1103,Iglesia parroquial del Salvador,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
1103,Iglesia parroquial del Salvador,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
6390,Molino de Guadalora,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Hornachuelos
6390,Molino de Guadalora,inmueble,$.tipologiaList.tipologia.periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Época_romana
6390,Molino de Guadalora,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Córdoba_(España)
6390,Molino de Guadalora,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Hornachuelos
6390,Molino de Guadalora,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Córdoba_(España)
6390,Molino de Guadalora,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Hornachuelos
6390,Molino de Guadalora,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Provincia_de_Córdoba_(España)
6390,Molino de Guadalora,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
6390,Molino de Guadalora,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
6390,Molino de Guadalora,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
8759,Dehesa Espina,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Rociana_del_Condado
8759,Dehesa Espina,inmueble,$.tipologiaList.tipologia[0].den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Hacienda
8759,Dehesa Espina,inmueble,$.tipologiaList.tipologia[0].denom_acti.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Agricultura
8759,Dehesa Espina,inmueble,$.tipologiaList.tipologia[1].denom_acti.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Viticultura
8759,Dehesa Espina,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Huelva
8759,Dehesa Espina,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Rociana_del_Condado
8759,Dehesa Espina,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Huelva
8759,Dehesa Espina,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Rociana_del_Condado
8759,Dehesa Espina,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Huelva
8759,Dehesa Espina,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
8759,Dehesa Espina,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
8759,Dehesa Espina,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
18076,Torre de la Iglesia de San Andrés,inmueble,$.tipologiaList.tipologia.periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Edad_Moderna
18076,Torre de la Iglesia de San Andrés,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Málaga
18076,Torre de la Iglesia de San Andrés,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Sedella
18076,Torre de la Iglesia de San Andrés,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Málaga
18076,Torre de la Iglesia de San Andrés,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Sedella
18076,Torre de la Iglesia de San Andrés,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Sedella
18076,Torre de la Iglesia de San Andrés,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Málaga
18076,Torre de la Iglesia de San Andrés,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
18076,Torre de la Iglesia de San Andrés,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
18076,Torre de la Iglesia de San Andrés,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
4505,Gallega,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Valencina_de_la_Concepción
4505,Gallega,inmueble,$.tipologiaList.tipologia[0].den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Asentamiento
4505,Gallega,inmueble,$.tipologiaList.tipologia[0].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Edad_Media
4505,Gallega,inmueble,$.tipologiaList.tipologia[1].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Edad_Moderna
4505,Gallega,inmueble,$.tipologiaList.tipologia[2].den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Asentamiento
4505,Gallega,inmueble,$.tipologiaList.tipologia[2].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Paleolítico
4505,Gallega,inmueble,$.tipologiaList.tipologia[3].den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Asentamiento
4505,Gallega,inmueble,$.tipologiaList.tipologia[3].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Época_romana
4505,Gallega,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
4505,Gallega,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Valencina_de_la_Concepción
4505,Gallega,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
4505,Gallega,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Valencina_de_la_Concepción
4505,Gallega,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Provincia_de_Sevilla
4505,Gallega,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
4505,Gallega,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
4505,Gallega,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.tipologiaList.tipologia.den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Jardín
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.tipologiaList.tipologia.periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Edad_Contemporánea
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.identifica.descripcion.Resources[0].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Ligustrum
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.identifica.descripcion.Resources[1].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Pittosporum_tobira
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.identifica.descripcion.Resources[2].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Cupressus
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.identifica.descripcion.Resources[3].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Palisandro
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.identifica.descripcion.Resources[4].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Palisandro
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Dos_Hermanas
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.clob.descripcion.Resources[0].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Ligustrum
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.clob.descripcion.Resources[1].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Pittosporum_tobira
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.clob.descripcion.Resources[2].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Cupressus
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.clob.descripcion.Resources[3].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Palisandro
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.clob.descripcion.Resources[4].@URI,entidad_descripcion,http://es.dbpedia.org/resource/Palisandro
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Dos_Hermanas
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.agenteList.agente[0].tipo_agen.prov:wasAssociatedWith[0].@id,asociacion_dbpedia,http://es.dbpedia.org/resource/Arquitecto
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.agenteList.agente[1].tipo_agen.prov:wasAssociatedWith[0].@id,asociacion_dbpedia,http://es.dbpedia.org/resource/Arquitecto
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.agenteList.agente[2].tipo_agen.prov:wasAssociatedWith[0].@id,asociacion_dbpedia,http://es.dbpedia.org/resource/Arquitecto
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.agenteList.agente[3].tipo_agen.prov:wasAssociatedWith[0].@id,asociacion_dbpedia,http://es.dbpedia.org/resource/Arquitecto
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Dos_Hermanas
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Provincia_de_Sevilla
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
245443,Jardines Edificio 13. Francisco José de Caldas.,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
3168,Cuerda del Pinarillo,inmueble,$.tipologiaList.tipologia.den_tipologia.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Pueblo_(población_rural)
3168,Cuerda del Pinarillo,inmueble,$.tipologiaList.tipologia.periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Época_romana
3168,Cuerda del Pinarillo,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Granada
3168,Cuerda del Pinarillo,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Dólar_(Granada)
3168,Cuerda del Pinarillo,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Granada
3168,Cuerda del Pinarillo,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Dólar_(Granada)
3168,Cuerda del Pinarillo,inmueble,$.fotoList.foto[0].municipio.@id,foto_geo,http://es.dbpedia.org/resource/Dólar_(Granada)
3168,Cuerda del Pinarillo,inmueble,$.fotoList.foto[0].provincia.@id,foto_geo,http://es.dbpedia.org/resource/Granada
3168,Cuerda del Pinarillo,inmueble,$.fotoList.foto[1].municipio.@id,foto_geo,http://es.dbpedia.org/resource/Baza_(Granada)
3168,Cuerda del Pinarillo,inmueble,$.fotoList.foto[1].provincia.@id,foto_geo,http://es.dbpedia.org/resource/Granada
3168,Cuerda del Pinarillo,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
3168,Cuerda del Pinarillo,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
3168,Cuerda del Pinarillo,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
11437,San Nicolas de Bari,inmueble,$.municipio.@id,municipio,http://es.dbpedia.org/resource/Carmona_(Cantabria)
11437,San Nicolas de Bari,inmueble,$.tipologiaList.tipologia[0].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Edad_Media
11437,San Nicolas de Bari,inmueble,$.tipologiaList.tipologia[1].periodos.prov:wasAssociatedWith[0].@id,tipologia_dbpedia,http://es.dbpedia.org/resource/Época_romana
11437,San Nicolas de Bari,inmueble,$.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
11437,San Nicolas de Bari,inmueble,$.identifica.municipio.@id,municipio,http://es.dbpedia.org/resource/Carmona_(Cantabria)
11437,San Nicolas de Bari,inmueble,$.identifica.provincia.@id,provincia,http://es.dbpedia.org/resource/Provincia_de_Sevilla
11437,San Nicolas de Bari,inmueble,$.fotoList.foto.municipio.@id,foto_geo,http://es.dbpedia.org/resource/Carmona_(Cantabria)
11437,San Nicolas de Bari,inmueble,$.fotoList.foto.provincia.@id,foto_geo,http://es.dbpedia.org/resource/Provincia_de_Sevilla
11437,San Nicolas de Bari,inmueble,$.context.dbo,context_ns,http://dbpedia.org/ontology/
11437,San Nicolas de Bari,inmueble,$.context.esdbpp,context_ns,http://es.dbpedia.org/property/
11437,San Nicolas de Bari,inmueble,$.context.esdbpr,context_ns,http://es.dbpedia.org/resource/
